username,review,rating,sentiment
biswajit-22421,"I have no words to say about this movie. One of the best movie I have seen in my life. This movie shows truest essence of friendship, sacrifice and how to fight against evil with getting together. Now a days where in Bollywood, friendship is only limited to talking about sex life, virginity, so called bffs, and many more illogical stuffs. This movie shows how we should live up to and celebrate greatest relationship of our life that is friendship. I recommend everyone should watch this movie instead of those worthless bollywood movies to know true meaning of friendship, sacrifice, joy of freedom. Thank you to the team of RRR for making this movie and taking Indian cinema higher in all over the world stage.",10/10,positive
theredsky,Chaotic but in a good way is the best way to describe this movie. It's mostly nonstop energy for the entire 3 hour runtime and that's the best thing about this movie. The energy of this film is what makes this a must see from 2022 in my eyes. The performances and characters from N. T. Rama Rao Jr. And Ram Charan are great. They both have some great chemistry together and do a great job at developing their characters. S. S. Rajamouli's direction is really fun and so much better than his directing on Bahubali. The action is some of the most insane I've seen put to film ever. It's something that's hard to describe and is better being seen by your own eyes. You won't be disappointed though. It also has probably my favorite dance scene ever put to film as well. I honestly can't think of anything that tops it. When the film isn't action oriented or doing something fun then it can really drag. There's a 30-40 minute portion of the film that really drags on and on. Some of the performances here aren't exactly amazing also like from Alison Doody. If you want a really fun action and character oriented movie to watch with friends or on your own then I would highly recommend checking this out.,8/10,positive
samsharma-44799,"100 point to all the actors and 100 point to rajamouli for direction. But storyline is very week .this movie will going to break all the record of box office but not because of story. Because of jr NTR, RAM & Rajamouli.I'm not saying about those stupid action scene that are common in telugu movies infact without them telugu movies are incomplete and i respect that.Its just my opinion don't know about other .",4/10,negative
kspraveen,"No doubt that both RC and NTR delivered their best in the movie, and undoubtedly VFX effects are awesome (especially in 3D); also action sequences are equally good - highly exaggerated though.But story, especially the second half, could've been better - when it comes to Jakkanna expectation is obviously little higher.Despite a little weak script with second half overall it's a really a top-notch, especially for NTR/RC fans.",8/10,positive
SivSaagar,"Rajamouli is a Master in Narrating a normal storyline with engaging screenplay, impacting emotions, heroism elevations and stunning action sequences. In RRR too, he does the same by narrating it with slightly different style which works out majestically. Referencing Water and Fire to Bheem and Ram, showing their emotional side and aggressive side is very impressive. Even the Ramayana reference towards the end worked out well. SSR does an absolutely brilliant job again with RRR. On a Whole, RRR ends up as an Intense, Emotional and Highly Engaging Drama that gives an Epic Masterpiece Experience. A Must Watch!!!",8/10,positive
adityakvideos,Must watch in theatre near you movie is lit 💥 just go and watch as soon as possible. Must watch in theatre near you movie is lit 💥 just go and watch as soon as possible. Must watch in theatre near you movie is lit 💥 just go and watch as soon as possible. Must watch in theatre near you movie is lit 💥 just go and watch as soon as possible.,10/10,neutral
priye-06823,"Wow, Ss Rajamouli sir gets it right once again. This is the best movie i have ever seen in my entire life. Career best performance of ramcharan and jr ntr. This magnum opus had all the action,drama and visuals,Loved every piece of it.",10/10,positive
surajgorti,"RRR is a 2022 pan Indian film directed by SS Rajamouli , penned by the father of this legend 'vijayendra Prasad'. Starring Jr NTR, Ram Charan, Ajay Devgn ,Alia Bhatt, Olivia Morris and others. As the title suggests RRR- Rise Roar Revolt, each and every elements are present with its after affects. When greater the cast, higher the responsibilities and SSR gave importance to each and every characters. Even the cameos were very well designed and were perfectly suited to the actors. When it comes to a multistarrer, several films failed to impress the audience. Whereas RRR has successfully achieved in registering this in audience's mind. The movie is worth waiting for 4 years. And Can say that the hype is real.Coming to the storySet in the late 20s , the duo Komaram Bheem (NTR) , Rama Raju (Ram Charan) are on their own paths. The way they meet each other ,which later created a bond of friendship between them were well shot . What guided to the confrontations / clashes between them is the sequence which I won't tell as it'll become a spoiler. And what made them together to fight against the blood seeker ,British empire is the plot . This movie completely depends on the 'whip the thew ' theory. Director SS Rajamouli brilliantly portrayed The duo's characters. Ram Charan as fire and NTR as water. SSR showcased them in a way we wanted to/ we expected to . They just nailed their roles. The cameos too have a great, significant role .AnalysisRRR is a film with the content that hits hard and deep, with well conducted scenes and rocking as well as emotional bgms that will make you feel emotional and raise your anger .Brilliant acting by the actors
Excellent direction BY SSR
Production values are at its best
Top notch cinematography by Senthil
Kumar
Stunning vis-a-vis related songs by MM
Keeravani
Amazing VFX
The fight scenes are very well shot. It'll
make you glued tobthe screens
hard hitting dialogues esp ' Thokkukuntu
povale' ( should surge forward)
'kumbhastalani baddalakodadam' (let's hunt
down the lion) such will definitely motivate
you .The interval bang is the biggest highlight.Alluri Seeta RamaRaju character portrayed
by charan with that ramam raghavam song
is the boon
Climax contains deep meaning , and can be fulfilled by few people
Emotional ride with awestruck execution.Positives
As described above
Naatu Naatu songNegatives
Predictable screenplay
Over dramatic scenes
Even after whipping the thew , he remains
still , which is the trademark of SSR.More importance to character 'Bheem' in
the ramam raghavam song which was
actually designed for Ram Charan.That's it..... Nothing else to find in this section.Verdict
Types of Theatres doesn't matter when the content is lit. You'll definitely shout during the scenes to express your excitement towards it. No matter what .This is truly a Goosebumps factory, some elements will definitely make you emotional, be it, anger / sorrow, which will throttle your aggression .Literally speaking , in this 3 hrs 6 mins duration, not even a single minute you'll feel bored (My pov). It is an excavation of elevations. Dig it,you'll find an awestruck visuals with elevations and it repeats . Saying it again , the king of storyteller , who has never seen the face of failure and will never, yet delivered another masterpiece . Shouldn't be compared with Bahubali series watch it as RRR you'll enjoy it for sure. #Must Watch.",8/10,positive
mdaiyan-46637,Hat's off to Rajamouli sir for his brilliance in direction and giving equal screen presence to both top hero's. Ntr has one highlight scene - jumping from van along with tigers and other animals. Ram charan has one highlight scene - in alluri seetharamaraju dress with bow and arrow with fire backdrop. Rajamouli justified to both hero's fans.,10/10,positive
hiteshposhia,Ajay not performed well as he did in Pan masala ads he should stop doing films and focus on pan masala ads which are dangerous to health also acting of another actor (star kids) is worst as usual. He and star kid is spoiler for this film.,1/10,negative
humayun0712,"This movie has everything you expect form a movie action, drama and emotions. It is one the best movie form indian film industry. I loved this movie so much that I would to see its sequel. S. S Rajamouli please make another movie with Ram Charan, it would be awesome.",10/10,positive
severousop,"A little illogical..like why Britishers were fighting so much over a girl they bought for 2 rupees
, during the movie i was like ""return her and end the kalesh"", also the main villan (that british brat) looked like he have nothing else to do instead of taking revenge from the leads, also after the finale, they look so happy..i mean "" Bruh, you have literally killed a very high ranked officer just now along with killing so many British cops and his wife tol, the British government will send reinforcement for them, you are now in a hell of a big trouble than you were before"" ... The ending was op but not satisfying..overall..the stunts,the vfx,the acting, the energy in the actors, especially the introduction of the leads... Oh My God..Everry Fight Scene Had 1000 Goosebumps In It And The Climax Fight Is Just Delicious...It Deserves 9/10...I Would've Rated It 10/10 If Rajamouli Would've Made An Awesome Story..the Story was ok..but my god..... You each paise will be worth Watching This...The Vfx And Fights Are Just So Well..It Never Makes You Bored Despite Having 3+ hours runtime.",9/10,negative
v-53781,"Movie is superb.Pros:
Lead actors performance
Songs
Pre independence Back ground
Hero introduction scenes
Interval
Climax
Emotional contentCons:
Pretty illogical plot
Story line.",10/10,positive
ankurmeena-31782,"I wasn't expecting this would be a Masterpiece at all! But by the storyline, characters, action and acting was all on point! Thank you S. S. Rajamouli and everyone for your great efforts to give us this incredible experience. This work will be known for ages now 🙌🏻🔥",10/10,positive
sinhaprobal,"The tag SS Rajamouli is enough to watch the movie.If you've even been curious about Indian movies......... try it once. Yes, it's three hours long, but trust me, the time goes flying by. This is truly an action movie, a mixture of visual fantasy and often very graphic realism that held my interest to the end.From the starting every scene will gives you goosebumps. I'm tired of screaming in the theatre, Jr. NTR acting will make u stunned. Songs, dialogues are fabulous. Interval scene is beyond expectation. Magnificent combination of legends of Ram Charan & Jr. NTRStory, Cinematography is perfectly executed .",10/10,positive
chitranshcraft,"Amazing masterpiece again by none other than ss. Rajamouli. It is bigger and epicker than bahubali 1 and 2. It's just made for big screen, it's a big screen spectacle.",10/10,positive
pk-52853,"I wont recommend this movie to anyone
Please save your money and watch or do something worth
Movie has no sense so many mistakes
Sab bhedd chaal h eslie sab bolre achi h kyuki log bolenge tujhe movie ka sense ni karke
It is an Action Movie as marked but it is a nonsense comedy when you watch
Save money and the most important thing your time
Peace.",1/10,positive
krishnakv-30213,"High voltage entry of tarak rama rao
Block buster interval
Final ga cinema matram e-pic in india.SSR direction is marvellous
Back ground score and music are goosebumps
Jai ntr jai ntr jai ntr jai ram charan jai telugu cienma.",10/10,negative
sreekarreddy-42537,"Story is excellent, graphics and fights are unique and outstanding, songs are very good , must watch movie.Waiting for part 2 of RRR if possible.This is rajamouli's mark. Ntr and Ram charan both acted very well.In between comedy timing of ntr is also good and emotions of ram also.",10/10,positive
anandsharma-57943,"3hrs of adrenaline rush. Felt amazing!! Need to watch 2nd time. Amazing Story, action, direction, acting, cast, music, CGI what else you want. It is more than that!!",10/10,positive
aakash_nand,It's a good movie one of the best movies I saw after a while I don't know what other people seen that is giving it a four or five. I would recommend anybody to go see it and judge for yourself.,10/10,positive
vishalandhale-70466,Well done. This movie is very good at story. You can not find any other movie having visuals like this movie. Action in the movie is out of the world 🌎🌍 and CGI is fells like real.,10/10,positive
deeps-53921,"Its a wonderful movie to watch.NTR has superb acting skills and he proved it.VFX and Sound is superb, actions are gamn good!I am not talking about alia or ajay, they r just add fr movie for north india release!But overall Movie is too good to watch.. Last 20 mins full Hinduism, that also i enjoyed it.",10/10,positive
piyushpandey-ca,"We are not talking about mortals here, these are men bestowed with superhuman powers. The action scenes are unbelievable, exaggerated and induce headaches. The storyline is more ancient than mohenjodero itself. I saw it to understand the mania that this film was causing, but I was utterly disappointed. This is just loud, nonsensical, un-entertaining film that is being hyped by people who are accustomed to watching 3rd grade hollywood action films with cars and bullets flying. The director does have a wild imagination, I would give him credit for that. Naacho Naacho is entertaining for like 2 minutes. Otherwise totally avoidable trash.",4/10,positive
abhilashaa,"Entertaining, Engaging, Enlightening: Amazing Acting by all Actors. I like how Ajay Devgan and Alia Bhatt was taken to reach to large number of Audience.No wonder 1250 crores at the box office!",9/10,positive
diprajkate,There is no scene in movie which one can't like... Rajamouli has nailed it.. Acting performances of both actors is awesome.. and dance both have put lot of energy in dance.. overall a best movie which will entertain you at full level..,10/10,positive
praneetj-96611,"Well, you need to watch it if you are tired of Bollywood crap. This movie takes Indian Cinema to a whole new level. I loved the cinematography so much that I didn't realize how did 3 hours went in a flash.",10/10,positive
rohanpradeepyadav,Jr ntr emotional and innocent performence and ram charan terrific and Rajamouli superb direction made it block buster super visuals and all are top notch.,10/10,positive
dchandu-55138,There is no word to express such awesome movie. Ramcharan and NTR are just unbelievable with the characters. Climax is like a huge plus point for this movie. Overall very entertaining and Must watch movie 🍿,10/10,positive
shezad-29122,"Honestly respect to the two lead actors, they put in a stellar performance. However, the overall storyline, the bizarre plot, the horrible costuming, the countless obvious errors were hard to look past. Cheesy, horrible CGI, really unrealistic animal sequences had me laughing for all the wrong reasons. I was expecting a factual/realistic patriotic movie depicting the struggle against British rules. Instead, I got two random (almost) superhuman, larger than life characters, taking on the whole British army with rocks and a bow and error. I wouldn't consider it a family movie with all the fighting and storyline but similarly way too tacky for an older audience. If cheesy, exaggerated, over the top tackiness is what you're after, this is the perfect watch to waste 3 hours!",1/10,negative
musicsvoice,"Some reviews saying that the action was exaggerated well, its a movie its called entertainment! Just enjoy the movie! The action scenes were awesome and the dances on point! The cinematography well done!",9/10,positive
prashanthravan,"Rajamouli and his brilliant team proved again, his hardwork never goes into ruin.he know how to pitch up the brains of all kind of audience.he sculpted 12 films in his career,all 12 are outstanding.i watched RRR on 1 st day, i wondered by watching each frame .the main elements of the film are introductions of both the heroes RAM & BHEEM are never experienced in Indian theaters.and bromance between both antagonists are plus point to this film.i felt RAM as villian in some scenes.interval is nevermade in history of india cinema .climax was unforgettable.",10/10,positive
bittupateld,Omgg so good movie after long time.it was like festival.Will watch again.Omgg so good movie after long time.it was like festival.Will watch again.,10/10,positive
ak-79080,Outstanding bgm and excellent direction by ss rajmouli sir.. excellent job done by every actor..hats off.i watched this movie four times in theatre and still want to watch it on ott.,10/10,positive
jnelsonjr-07847,"Very enjoyable long movie with compelling story, music, and dances. However, at times it reminded me of scenes from The Incredible Hulk and at other times of blaxploitation movies where a couple men defeat the entire British army. However, this film might not be condemned as exploitation but an Oscar contender.",8/10,positive
mergawi,"Easily the worst movie I've ever seen no movie like this should have a rating above 5 don't get fooled by the thumbs ups. How can they make these exaggerated scenes still in 2022. And it is three hours and seven minutes long like why would any one in their right mind decide to spent the night watching this? It was recommended to me by a friend now I'm questioning our friendship honestly because what have i done wrong for him to punish me like that. Cliche storyline as well a village girl is abducted and the whole movie revolves around rescuing her, Bollywood should honestly review their methods all over.",1/10,positive
naiduswamy,"Movie is awesome , masterpiece by rajamouli sir, action sequences and emotional scenes are so perfect. Equal importance given to both characters.songs are
catchy,loved it and the songs picturization is next level . I Recommend to watch this movie in theatres.",10/10,positive
sk-76231,I loved this movie imostional action world war power movies in South cinema thanks you Hindi dubbed.kuch to sabak Mila in Bollywood walo ko kuch bhi bana detey you no dear jindgi jaisee bakwaash movie kon dekhta hai.,10/10,positive
parwaagrawal,"Epic Movie , A must watch film I must say.Each and every character was fabulous, And all the star cast weather its Jr Ntr , Ram Charan , Ajay or Alia everyone has done justice to its character. And off-course the real owner of the movie Rajamouli Sahab. Hats off to you sir for making such an Amazing Story!",10/10,positive
satishkilari-46692,This movie is never before experience 🤙🤙 from first frame to entire movie u jst feel mad 🤙🤙 especial Jr ntr performance in this movie outstanding 👌👌 komuram bheemudo song made people cry 👏👏,10/10,negative
biswajitpradhan-71255,"WOW...Pure blockbuster cinematic experience in 3d. The power could be felt in theatre giving goosebumps.. highly recommend to watch it in cinema hall. STORY, ACTION,DANCE,EMOTION.... EVERYTHING 10/10.",10/10,positive
msn-wilson,"This homoerotic action thriller throws all caution to the wind. Who needs plot, character development or even basic rational thinking anyway?I found RRR hysterically funny. Of course this wasn't the film makers intention? Was it? I'm still confused about what I saw and who this film was supposed to be targeted to....at first I thought 10 year old boys, then 20 year old boys....ladies might be into this?The overdubbing and subtitling alone is worth the watch. Throw in some shirtless Indian men battling tigers, hordes of other Indian men and leaping about on each others shoulders and you've got a piece of cinematic gold. The two heroes skipping along beside a train was a just magical. Why you may ask were they doing this? Well, why not I say!",10/10,positive
banerjeekousik92,Just bring plot frim a 70s bollywood movie and set in a British Indian backdrop both characters of superhuman strength destroying every laws of physics. And then we complaint about why indian commercial movies aren't as same standard as international movies.,1/10,negative
satthecryptic,Exceptionally Talented Director and Screen presence : as story wise it's starts with common village plots from 1920's British colonisation but when it presented on screen it's visually wonderful. Every 10 minutes you will get Goosebumps. Talented actors NTR and Ram charan attracted more .,10/10,positive
sharaddayma,Kudos SS Rajamouli👏🏻You have yet again created a masterpiece 🤘 your big budgets are truly justified by the magnanimity of your presentation👏🏻 It was a real treat to watch your presentation of India's freedom movement from Hindu values and texts in this larger than life epic👍 with real heros be it our gods or our true freedom fighters...Your representation of Muslim elements did not seem like a narrative compulsion but really seemed that Hindus and Muslims fought shoulder to shoulder. I am really proud of you that you are not buckling down to appeasement pressures unlike the rest of the shameless Bollywood. I feel proud of being an Indian and being a Hindu and being truly secular and tolerant🙏 Again thanks for this creative genius and an amazing gift to the cinema world. You make Marvel and DC Comics look so uncreative and insignificant.,10/10,positive
soham-06955,"It is an amazing movie! A definite watch! This movie will make you feel all sorts of emotions in those 3 hours.The story, acting, and the background score is all on point.",10/10,positive
panigrahip-53936,"The movie is full of adventure and filled with some experiences you cannot forget for life time.The best place to watch this movie in theaters in 3d.the movie tells the story about friendship,motivation. Unconditional love and also about the histroy of india.The songs are good.and the extra comedy added in the movie.some body may or may not like.The story is picturised between two friends.they are different individuals the motive and goals of them is different. Some one try to fulfill his father's dream and another one try to escape his sister form Britishers but all thing above they are good friends and non of them is not know the motive of other one.After lots of ups and downs and ifs and buts they the climax is arrived and they both are fighting aganist the British and they have won and destroy the Palace.the movie is worth watching and particularly in the song nacho nacho you would dance.",10/10,positive
prakash-59793,I have just watched this movie on Netflix.Just awesome I like it!!!Best acting best action and best choreography.R.s Rajamouli sir is a great person he knows how to make work by gem actors.,10/10,positive
sinhachitranshu,"DOUBLE Best Acting N. T. Rama Rao Jr & Ram Charan Awesome mindblowing movie, Superb screenplay Story K. V. Vijayendra Prasad.Directed S. S. Rajamouli on top again with fantastic movie. Awesome Cinematography.Best Stunt, Music M. M. Keeravani made wonderful. Dance choreography energetic lovely.An patrotic movie with friendship and sweet love BLOCKBUSTER.",10/10,positive
amitkumarkhare,"Rajamouli - did he really create Bahubali? Sorry, but I doubt after watching RRR.Totally worthless.Watch if you have nothing better to do.Rajamouli - did he really create Bahubali? Sorry, but I doubt after watching RRR.Totally worthless.Watch if you have nothing better to do.",3/10,negative
dampibanik,The master storyteller Srisaila Sri Rajamouli is in tremendous form as he creates a visual spectacle that stays with you long after you have left the theatre.One of the greatest narrative in modern cinema with layers in each scene.,10/10,positive
umbhimani,"Amazing acting of Jr Ntr & Ram Charan, Mind blowing background music, full too action and huge emotions and last but not least songs also telling stories.",10/10,positive
stkabir-19761,"Nice story but i think some fighting scene were unrealistic. Overall great movie acting, overall is great and mustwatch in life. Great work SS. Rajamouli nailed it again. More movie like this should come with good story less song point to point no romance love scene family-friendly movie. Fabolus movie scripts hats to whole crew, actors as it's a great success.",10/10,positive
vishalrox-25700,"Finally watched this stellar movie! Action packed patriotic and motivational film which is likely to increase your energy levels to 100. In addition to the film being available in both 2D and 3D, the superb acting by the 2 legends Ram Charan and Rao are more than amazing. Lots of hardwork done by the entire production, direction, design and other teams. Congratulations everyone on making this amazing story which has now entered the 1000 Crore club.I personally liked at the end that in the dance, only the true freedom fighters presentations like Subhash Chandra Bose, Veer Sawarkar, Sardar Patel etc were shown leaving behind G and N. Very few know that the Indian National Army framed by Mr. Bose were actually responsible for throwing the Britishers out.It is a must watch movie.",10/10,positive
dvardhan-80181,"The Most Biggest Tremendous Action Drama is here. Hatsoff to the two most powerful and promising Heros of Telugu film Industry Ram Charan and Tarak. Ram Charan did a tremendous work and He Nailed every bit of his presence in his Screen Kudos to the entire unit and Tarak you beauty Both are Super Excellent
#RRR #Record Breaker #RampRRRajamouli.",10/10,positive
vasudevaa,"This movie directed by SS Rajamouli is a blockbuster. It is an absolute treat to watch.Plus Points:
There are an unlimited amount of highs in this movie. The highs are on a different level and comparable to Hollywood level and marvel level movies.Emotionally we get connected a lot in these highs too. For me the interval scene and the komaram bheemuda song scene were the most hard hitting.SS Rajamouli also shows his genius writing in this movie. He didn't leave cliché moments just to move the story. There is one scene where Rahul Ramakrishna uses a snake to try to kill ram charan by making a sound with a twig, and it clearly shows rajamouli's creativity in the screenplay.Minus Points:
There are some parts in the second half where it is slightly dull. For me personally, the flashback portion was kind of dull and felt elongated. It could've been delivered better but other than that everything else felt seamless in the story and screenplay.Overall:
This is an out and out Rajamouli Action Movie! For action lovers this will be rated as a blockbuster but for people that only come for the story and overall feel could rate it as a hit!Did Rajamouli manage to balance both the heros, Ntr and Ram Charan?Although, it revolves around both of them mostly equally, if you would have to classify one of them as the main character then it would be ram charan because of his character arc. Ram charan has an internal conflict and a turning point in the movie whereas Ntr's character is more plain and goes by the same level throughout the film. Due to this we feel as if ram charan's character is more complete and as if we know more about him.Me, being an ntr fan I was slightly disappointed to see this. I wanted to see more variation, more character, and a more dominant personality for him. I cannot blame this on Rajamouli. He did his absolute best to do justice to the script but I still wish there was a little more to ntr.Is this better than SS Rajamouli's previous movie bahubali the conclusion? Well, this is a very opinionated question. If you are an action lover and crave for intense and powerful scenes then you would like RRR more. If you watch movies for their stories and the overall feel of it then you would like bahubali 2 more.Personally, I liked Bahubali better. I felt like I connected with the characters more and that the story line was more complete.So Should You Watch it in the Theater?Unless you are an action hater, this is definitely a movie you MUST WATCH in the THATER!",8/10,positive
viiris,Honestly after the reviews I thought this would be a good movie. But it's so extremely bad with bad effects and just overall unrealistic stuff. Bad acting as well. I have nothing good to say about this movie.,1/10,negative
zanghi_james,"I really enjoyed S. S. Rajamouli's two-part film Baahubali. When I heard he had made a supposedly-even bigger and better film about the early days of India's revolt against the British occupation, I was intrigued.I watched R. R. R. Recently over the course of a weekend on Netflix and really enjoyed it. I sort of imagined it to be like Once Upon A Time in China, since the film's story is about fictional depictions of two historical people in India's history, and true, it has great martial arts and has a good message about how the British Empire caused a lot of trouble for various countries, and fortunately, the similarities end right about there.The film is one of those films where it has a seemingly simplistic plot that rapidly becomes complex, but fortunately to not the Nolan or Fincher extreme level. Much like Baahubali, this is a musical and there is an odd balance between some of the most spectacular dance and song numbers and strong levels of violence. The movie does also have some grim moments, mainly the scene where Bheem is flogged savagely in public, and there are a lot of bone-crunching noises in some of the fight scenes that may deter people. The fight scenes are quite satisfying throughout, though.The acting is enjoyable in this film, though I thought Ahktar/Bheem had a slightly child-like personality. The twist with Ram/Raju is an excellent twist, and you can see so much pain and conflict in his character afterwards, because at first you think he's just an ambitious cop but he actually has ulterior motives. The villains are truly despicable characters, but mostly one-dimensional in comparison to the rest of the cast. I did like the casting of Alison Doody as the Governor's cruel wife, and she does a great villain again, but like I said, it seems like the script could have expanded on their characters a little more. Olivia Morris shines as the lovable Jenny Scott, a niece of the Governor, also, and I would have enjoyed some more story with her, as well, especially with her romance with Bheem. Hopefully, the sequel will expand on that aspect with Bheem and Jenny.The action scenes are, as I previously said, are fantastic, though a little chaotic. The musical numbers and the score are outstanding, also, and several of the numbers truly reached into my soul and awakened something in me, most notably the 'Dosti' sequence.There are some flaws to this film, but even so, RRR is a great production and I recommend it to anyone who is interested in Indian cinema.May the Force be with You!",9/10,positive
swethalagisetti,"While I was watching the movie, it was all roars from the beginning to the end. I did not have such an experience in the recent past for any film. People were shouting and clapping all through the movie. When the movie ended, it's sooo interesting that I felt I would re-watch it again.RRR is a personification of magnificence and valor. Rajamouli did a perfect justice by tightly packing all the elements of a good cinema. Both the heroes, Jr. NTR and Ramcharan, are at their best in performance. As usual, Alia Bhatt is gorgeous and spectacle. Few songs are folk but will surely make you tap your feet. Finally, it's a rollercoaster ride of all emotions.I am planning to watch it again!!! 😊",10/10,positive
nagireddyaug,Rajamouli has missed his charm in the second half screenplay and scene design was hurry to end the movie. Extraordinary first half and decent second half.,9/10,positive
raopradeep-67196,"Dear all who is reading this review..i truly says that don't Miss it
it is awesome and box of goosebumps
you will find real indian cimema..the lavel of acting from both ntr and charan is just 🔥🔥🔥",10/10,positive
sharmachetan-62284,"Filled with action, emotions and mind blowing cinematography.RRR is a complete package.If you get the chance do watch it in theater - to enjoy the big screen wonder it is.Celebration of india's freedom struggle.",10/10,positive
tmrao-17733,I saw the movie today with my family in theater. We were all spellbounded and emotionally connected while watching the movie. The movie is perfect in every aspect.Hats off to Rajamouli for making such a great movie!!!.,10/10,positive
eevikram,"Looks like a cheap Marvel movie. But amazing characters man. Literally superhuman strength, stupidity never ceases to end in this movie. Just giving it 1 star for the effort in making this movie.",1/10,positive
shivrk-18647,"Watch how Rajamouli makes even a simple thing look grand. Blood drop through eyes to deep emotions in the form of freedom struggle. Masterpiece.One Advice : Keep these kiddos like Alia Bhatt away from your movies. They need 1 century to be at the level of other actors like NTR, RamCharan, Ajay Devgan.",10/10,positive
prasadvivek-13563,"Great movie , good plotting of characters and beautiful way of representation of story .Marvelous action scenes. SS rajamouli is a great director his every movie is fun to watch he put lots efforts and time to create masterpiece like this ,
From baahubali to magadheera even is early movies were dubbed in Hindi to become superhit .Really appreciate. His work.",10/10,positive
nirajpatel84,"Great great great experience. Great direction, awesome music, fantastic acting and fresh original story. Music makes you dance, story grabs you hard so that you won't even move from your chair, background music creates an amazing real life experience and acting makes you wonder as it makes you happy-Sad-amazed time to time.",9/10,positive
renatoeike,"This film got my attention in seconds, right in the three first scenes i knew it would be a hell of a ride and it was. There are more than just free over the top action sequences but it sure has a lot of it too. I always said that a exagerated action film that takes himself seriously shouldn't be seen as a bad thing and this film shows that to be true. I take it back what I said about Andhaadun being the best indian film I've seen after RRR because RRR it's magical. If you like more 19th century and ludicrous action this is a must watch. It is a little to long being a 3h film but you can easily watch in 2 clear separated parts.",9/10,positive
smdksirajuddin,One of the best movies of Rajamouli. The Action sequences between NTR and Ramcharan is epic. NTR is the Master in putting Emotional seens. Ramchan's Final Touch as Ramaraju is Flawless. The music by M. M Keeravani Sir and the BGM is super. Some emotional seens are hair raising. Finally a Superb Movie to Watch out .Loved it .,10/10,positive
Roman-pc,"RRR is among the most if not the most wildly fun movie experience you will have this year--see it or miss out. It's a must-see if you are a fan of movies in general let alone of action movies.Neither the logline nor the plot overview do any kind of justice to the almost bonkers ""Spinal Tap""-esque level 11 this movie hits on pretty much every filmmaking parameter out there. Granted Telugu is my mother tongue so call me biased--but I lived in the US for almost 20 years including a stint in California making indie films. All of which to say I am a film guy and this is an exceptional piece of filmmaking, regardless of where you're from.Now for the plot details that get things going: During the British Raj in India, a young Gond tribal girl named Malli is taken by the local Brit powers-that-be and hence a Gond tribal warrior named Bhim vows to get her back. In order to do so, he goes incognito in Delhi sheltered by a local Muslim family. Simultaneously, for reasons that will become clear later, an up-and-coming native in the British Indian army (Raju) is out to impress his British superiors by almost single-handedly booking a rioter amidst a veritable mob in a breathtaking action sequence. (That sequence is one of several throughout the movie that simply ups the ante on your received sense of how much stuff a film scene could carry.) Turns out both these men are fighting the British in their own way--and the movie is about how their paths ultimately converge.Tell you what, give it 30 min and most likely you wouldn't be able to stop even if you wanted to. I watched it twice--both in the original Telugu and in the dubbed Hindi language version. But language doesn't matter. When it's good it's good.",10/10,positive
channup-47231,"Movie is not upto Expectation.Story is weak
Plus point of movie is Ramcharan and NTR
BGM is not Good.Alia is not having enough Screen Space
Cinematography is Good
Rajamouli's Direction not upto the Mark.",4/10,neutral
kirtanpatel-231-210420,SS Rajamouli sir's another masterpiece. RRR had some of the best breathtaking visuals that will be remembered for years to come. I am hoping someday he will make movie or series on Mahabharat.,10/10,positive
tbookmart,Movie deserves appreciation for hard work done by all the Actors. Delight to watch Jr. NTR & RAM CHARAN Together. Hope it will set new collection records on Box Office. Best wishes...Kudos to Rajmouli..!!!,10/10,positive
kstbhkakade,"This is a festival to be celebrated in the theatres... 3 hrs of cinematic experience makes your mind full of joy and satisfaction.Not compare with any earlier films of the stars or Rajamouli sir, RRR will have its own identity.Want to watch it again!!! Can resist!!",10/10,positive
astar3-ff,Directions - 🌟Cinematography - 🌟Screen Play - 🌟Fighting Sequence - 🌟Idea - 🌟Descriptionheads up to you rajamouli sir for a magical movie.Story was predictable but screen play its was awesome.,10/10,positive
rihenvivaan,"Gooddxnxmcmcmcmccmcmvnvmv n n m j m vm mvmvmvkv
.xjcjcjcjcjduxjsjzjzuxYxyxyczjvxmvnznzjaciak ici Cavs
vvkveryxkxjcjcjvcjxicivkvjctj goooofbcjccjcmcmxmc. Gooddxnxmcmcmcmccmcmvnvmv n n m j m vm mvmvmvkv
.xjcjcjcjcjduxjsjzjzuxYxyxyczjvxmvnznzjaciak ici Cavs
vvkveryxkxjcjcjvcjxicivkvjctj Gooddxnxmcmcmcmccmcmvnvmv n n m j m vm mvmvmvkv
.xjcjcjcjcjduxjsjzjzuxYxyxyczjvxmvnznzjaciak ici Cavs
vvkveryxkxjcjcjvcjxicivkvjctj goooofbcjccjcmcmxmc.",10/10,neutral
mitika-23753,"South tollywood rocking now days.best ever i watch . Recommend to everyone..when twist come its like boooommmmm.... fantastic..👌👌👌👍
Everything is good even perfect.besutifully directored . Very very good efforts.",10/10,positive
